Category,Sentence,Severity Level
Little interest or pleasure in doing things,"ব্যায়াম করি, তবে নিয়মিত করার মতো আগ্রহ নেই।",Not Depressed
Little interest or pleasure in doing things,ছুটির দিনেও কাজকর্মে মন বসে না আগের মতো।,Not Depressed
Little interest or pleasure in doing things,"মেলায় যেতে ইচ্ছে হয়, কিন্তু গিয়ে আর তেমন আনন্দ পাই না।",Not Depressed
Little interest or pleasure in doing things,"ইউটিউবে গান দেখি, কিন্তু আগের মতো ভালো লাগে না।",Not Depressed
Little interest or pleasure in doing things,"আত্মীয়স্বজনের অনুষ্ঠানে যাই, কিন্তু তেমন মজা লাগে না।",Not Depressed
Little interest or pleasure in doing things,"আগে গল্পগুজব করতে ঘন্টা কেটে যেত, এখন অল্প সময়েই বিরক্ত লাগে।",Not Depressed
Little interest or pleasure in doing things,"ছবি আঁকতাম, এখন রঙ তুলি হাতে নিলে মাথায় আইডিয়া আসে না। ",Not Depressed
Little interest or pleasure in doing things,"বইমেলায় যেতাম খুব আনন্দ নিয়ে, এখন গেলে মন ভরে না।",Not Depressed
Little interest or pleasure in doing things,"গেম খেলি, কিন্তু আগের মতো মজা পাই না।",Not Depressed
Little interest or pleasure in doing things,"আগে নতুন জায়গা দেখার ভীষণ আগ্রহ ছিল, এখন কমে গেছে।",Not Depressed
Little interest or pleasure in doing things,প্রিয় খাবারও খেলে আগের মতো তৃপ্তি পাই না।,Not Depressed
Little interest or pleasure in doing things,"নিয়মিত ডায়েরি লিখতাম, এখন খাতা খালি পড়ে থাকে।",Not Depressed
Little interest or pleasure in doing things,"ইউটিউবে ব্লগ দেখি, তবে আগের মতো ইনস্পায়ার্ড হই না।",Not Depressed
Little interest or pleasure in doing things,"পরিবার নিয়ে আড্ডায় বসি, তবে আগের মতো কথায় মেতে উঠি না।",Not Depressed
Little interest or pleasure in doing things,"গানের ক্লাসে যাই, কিন্তু মনোযোগ ধরে রাখতে পারি না।",Not Depressed
Little interest or pleasure in doing things,"আগে ঘন্টার পর ঘন্টা পড়াশোনা করতাম, এখন অল্পতেই বিরক্ত লাগে।",Not Depressed
Little interest or pleasure in doing things,"আত্মীয়ের বাসায় গেলে খুশি লাগত, এখন কষ্ট করে যেতে হয়।",Not Depressed
Little interest or pleasure in doing things,"গিটার শিখতে শুরু করেছিলাম, এখন হাতে নিতে ইচ্ছে হয় না।",Not Depressed
Little interest or pleasure in doing things,"আগে প্রতিদিন সকালে হাঁটতে যেতাম, এখন ক’দিন বাদ দিয়েও বিশেষ খারাপ লাগে না।",Not Depressed
Little interest or pleasure in doing things,"রোদেলা দুপুরে বারান্দায় বসে থাকতাম, এখন তেমন ইচ্ছে হয় না।",Not Depressed
Little interest or pleasure in doing things,"টিভি দেখতে ভালো লাগে, তবে বেশিক্ষণ দেখতে পারি না। ",Not Depressed
Little interest or pleasure in doing things,"গল্প শোনার ইচ্ছে থাকে, কিন্তু মনোযোগ দিতে পারি না।",Not Depressed
Little interest or pleasure in doing things,"আমার চিঠি লেখার অভ্যাস ছিল, এখন আর সেই অভ্যাস টা নেই। ",Not Depressed
